seed,action,auroc,auroc_ci_high,auroc_ci_low,average_precision,average_precision_ci_high,average_precision_ci_low,examples,feature,safe_prevalence,spearman,spearman_ci_high,spearman_ci_low,variant
13,r0.95_m4,0.5737628384687208,0.8070504292522804,0.3963320193680551,0.9858833621742785,0.9967052477095352,0.9718682456779316,363,route_support_count,0.9834710743801653,,,,dense
17,continuous_headroom,,,,,,,363,route_confidence,,0.030156446460067533,0.1319742205474586,-0.06819672532397805,dense
17,r0.85_m4,0.3799295774647887,0.5483067311344644,0.22314717005738133,0.9744600000791178,0.9924860922832894,0.9534127107000333,363,route_confidence,0.977961432506887,,,,dense
17,r0.85_m4,0.8112676056338028,0.835195530726257,0.7863078057107387,0.9916812167772475,0.9967648071625345,0.9855726092089728,363,relevant_count,0.977961432506887,,,,dense
17,r0.85_m4,0.9897887323943663,0.9975365844089608,0.9785608314137783,0.9997091933614696,0.9999537080652552,0.9993043950809599,363,first_relevant_rank,0.977961432506887,,,,dense
17,r0.85_m4,0.9950704225352113,1.0,0.9872521246458924,0.9998758390563769,1.0,0.9996232723505449,363,first_relevant_token_position,0.977961432506887,,,,dense
17,r0.85_m4,0.4494718309859155,0.5857960893854748,0.37141456582633053,0.975777886969877,0.9908961297051236,0.956374626099376,363,route_support_count,0.977961432506887,,,,dense
17,r0.95_m4,0.48412698412698413,0.6453200408906266,0.33240997229916897,0.9869525033489784,0.9970083113961324,0.9738178446995313,363,route_confidence,0.9834710743801653,,,,dense
17,r0.95_m4,0.8095238095238095,0.8342624252762042,0.7865168539325842,0.9937032664305392,0.9979853941072778,0.9882920110192838,363,relevant_count,0.9834710743801653,,,,dense
17,r0.95_m4,0.9971988795518207,1.0,0.9905015638523881,0.9999295131760578,1.0,0.9997629711150453,363,first_relevant_rank,0.9834710743801653,,,,dense
17,r0.95_m4,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,363,first_relevant_token_position,0.9834710743801653,,,,dense
17,r0.95_m4,0.5550887021475257,0.7775558807946327,0.3798209786707979,0.9852770345772017,0.9966104956935959,0.9710718969558784,363,route_support_count,0.9834710743801653,,,,dense
19,continuous_headroom,,,,,,,363,route_confidence,,0.03075254343082749,0.13654983292317674,-0.0699596954667773,dense
19,r0.85_m4,0.43767605633802814,0.5869648281847949,0.2818392969240427,0.9790446364125936,0.9936181475054623,0.9605871110922571,363,route_confidence,0.977961432506887,,,,dense
19,r0.85_m4,0.8112676056338028,0.8356940509915014,0.7865168539325842,0.9916812167772475,0.9969702708907255,0.9853916955021226,363,relevant_count,0.977961432506887,,,,dense
19,r0.85_m4,0.9897887323943663,0.9978991596638656,0.9782893408760153,0.9997091933614696,0.9999537255982553,0.9993294665643252,363,first_relevant_rank,0.977961432506887,,,,dense
19,r0.85_m4,0.9950704225352113,1.0,0.987207179911124,0.9998758390563769,1.0,0.9996232723505449,363,first_relevant_token_position,0.977961432506887,,,,dense
19,r0.85_m4,0.5313380281690141,0.7044546291148435,0.39859154929577467,0.9793443982116121,0.9930588276802388,0.9622160238233616,363,route_support_count,0.977961432506887,,,,dense
